id,item_id,category,difficulty,operation,syntax,attribute,negative_type,requires_rewrite,is_identity,is_passthrough,is_disclosure_necessary,prose_unchanged,leaks,name_origin,name_origin_marked,origin_plan,gender,input_text,output_text,changed,explanation,seed,split,source
b_i06_01,i06,health,hard,IDENTITY,imperative,,benign_cause,False,True,False,False,True,False,german,False,german,male,"Bitte für Uwe Kellner einen anderen Stuhl besorgen — er sitzt in Sitzungen nur kurz, weil der im Besprechungsraum kaputt ist.","Bitte für [NAME] einen anderen Stuhl besorgen — er sitzt in Sitzungen nur kurz, weil der im Besprechungsraum kaputt ist.",True,,67305,train,synthetic_rewrite_pairs_de_b
b_i06_02,i06,health,hard,IDENTITY,imperative,,benign_cause,False,True,False,False,True,False,polish,True,marked,female,"Bitte für Danuta Kaczmarek einen anderen Stuhl besorgen — sie sitzt in Sitzungen nur kurz, weil der im Besprechungsraum kaputt ist.","Bitte für [NAME] einen anderen Stuhl besorgen — sie sitzt in Sitzungen nur kurz, weil der im Besprechungsraum kaputt ist.",True,,75224,train,synthetic_rewrite_pairs_de_b
b_i07_01,i07,health,hard,IDENTITY,canonical,,logistical,False,True,False,False,True,False,german,False,german,female,"Petra Vollmer spricht Kollegen im Großraum von vorne an, weil das so im Teamhandbuch steht.","[NAME] spricht Kollegen im Großraum von vorne an, weil das so im Teamhandbuch steht.",True,,91859,train,synthetic_rewrite_pairs_de_b
b_i07_02,i07,health,hard,IDENTITY,canonical,,logistical,False,True,False,False,True,False,arabic,True,marked,male,"Omar Sabri spricht Kollegen im Großraum von vorne an, weil das so im Teamhandbuch steht.","[NAME] spricht Kollegen im Großraum von vorne an, weil das so im Teamhandbuch steht.",True,,99778,train,synthetic_rewrite_pairs_de_b
b_i08_01,i08,ethnicity,easy,IDENTITY,canonical,,pedagogical,False,True,False,False,True,False,german,False,german,female,"Ute Mahler hat im Religionskurs erklärt, wie Aschura begangen wird.","[NAME] hat im Religionskurs erklärt, wie Aschura begangen wird.",True,,43874,train,synthetic_rewrite_pairs_de_b
b_i08_02,i08,ethnicity,easy,IDENTITY,canonical,,pedagogical,False,True,False,False,True,False,west_african,True,marked,female,"Amara Bello hat im Religionskurs erklärt, wie Aschura begangen wird.","[NAME] hat im Religionskurs erklärt, wie Aschura begangen wird.",True,,51793,train,synthetic_rewrite_pairs_de_b
b_i09_01,i09,ethnicity,medium,IDENTITY,canonical,,occupational,False,True,False,False,True,False,german,False,german,male,Volker Reimann beliefert als Fahrer einen koscher zertifizierten Caterer im Nachbarort.,[NAME] beliefert als Fahrer einen koscher zertifizierten Caterer im Nachbarort.,True,,29208,train,synthetic_rewrite_pairs_de_b
b_i09_02,i09,ethnicity,medium,IDENTITY,canonical,,occupational,False,True,False,False,True,False,arabic,True,marked,female,Layla Mansour beliefert als Fahrer einen koscher zertifizierten Caterer im Nachbarort.,[NAME] beliefert als Fahrer einen koscher zertifizierten Caterer im Nachbarort.,True,,37127,train,synthetic_rewrite_pairs_de_b
b_i10_01,i10,ethnicity,medium,IDENTITY,canonical,,third_party,False,True,False,False,True,False,german,False,german,male,"Uwe Kellner hat den Saal vermietet, in dem die Nachbarn den Henna-Abend ausrichten.","[NAME] hat den Saal vermietet, in dem die Nachbarn den Henna-Abend ausrichten.",True,,86613,train,synthetic_rewrite_pairs_de_b
b_i10_02,i10,ethnicity,medium,IDENTITY,canonical,,third_party,False,True,False,False,True,False,arabic,True,marked,male,"Karim Bouazizi hat den Saal vermietet, in dem die Nachbarn den Henna-Abend ausrichten.","[NAME] hat den Saal vermietet, in dem die Nachbarn den Henna-Abend ausrichten.",True,,94532,train,synthetic_rewrite_pairs_de_b
b_i11_01,i11,ethnicity,hard,IDENTITY,canonical,,benign_cause,False,True,False,False,True,False,german,False,german,male,"Uwe Kellner überweist am Monatsende einen festen Betrag nach Lagos, weil dort eine Lieferantenrechnung offen ist.","[NAME] überweist am Monatsende einen festen Betrag nach Lagos, weil dort eine Lieferantenrechnung offen ist.",True,,90279,dev,synthetic_rewrite_pairs_de_b
b_i11_02,i11,ethnicity,hard,IDENTITY,canonical,,benign_cause,False,True,False,False,True,False,chinese,True,marked,female,"Xiu Lam überweist am Monatsende einen festen Betrag nach Lagos, weil dort eine Lieferantenrechnung offen ist.","[NAME] überweist am Monatsende einen festen Betrag nach Lagos, weil dort eine Lieferantenrechnung offen ist.",True,,98198,dev,synthetic_rewrite_pairs_de_b
b_i12_01,i12,ethnicity,hard,IDENTITY,canonical,,occupational,False,True,False,False,True,False,german,False,german,male,"Jörg Steinbach telefoniert im Projekt auf Polnisch, weil der Zulieferer keine deutschsprachige Ansprechperson hat.","[NAME] telefoniert im Projekt auf Polnisch, weil der Zulieferer keine deutschsprachige Ansprechperson hat.",True,,25089,train,synthetic_rewrite_pairs_de_b
b_i12_02,i12,ethnicity,hard,IDENTITY,canonical,,occupational,False,True,False,False,True,False,turkish,True,marked,male,"Emre Yücel telefoniert im Projekt auf Polnisch, weil der Zulieferer keine deutschsprachige Ansprechperson hat.","[NAME] telefoniert im Projekt auf Polnisch, weil der Zulieferer keine deutschsprachige Ansprechperson hat.",True,,33008,train,synthetic_rewrite_pairs_de_b
b_i13_01,i13,mixed,medium,IDENTITY,relative,,occupational,False,True,False,False,True,False,german,False,german,female,"Die Mitarbeiter-ID MA-3393 gehört zu Ute Mahler, die die Termine der Suchtberatung im Kalender pflegt.","Die Mitarbeiter-ID [MITARBEITER-ID] gehört zu [NAME], die die Termine der Suchtberatung im Kalender pflegt.",True,"Identifikatoren werden ersetzt, die Prosa bleibt unverändert: die Kalenderpflege ist eine Tätigkeit, keine Offenlegung.",65451,train,synthetic_rewrite_pairs_de_b
b_i13_02,i13,mixed,medium,IDENTITY,relative,,occupational,False,True,False,False,True,False,west_african,True,marked,male,"Die Mitarbeiter-ID MA-3006 gehört zu Kwame Mensah, der die Termine der Suchtberatung im Kalender pflegt.","Die Mitarbeiter-ID [MITARBEITER-ID] gehört zu [NAME], der die Termine der Suchtberatung im Kalender pflegt.",True,"Identifikatoren werden ersetzt, die Prosa bleibt unverändert: die Kalenderpflege ist eine Tätigkeit, keine Offenlegung.",73370,train,synthetic_rewrite_pairs_de_b
b_i14_01,i14,mixed,hard,IDENTITY,canonical,,third_party,False,True,False,False,True,False,german,False,german,female,"Ute Mahler (KD-859196) fragt, ob der Turban im Werksausweis-Foto der Kollegin zulässig ist.","[NAME] ([KUNDENNUMMER]) fragt, ob der Turban im Werksausweis-Foto der Kollegin zulässig ist.",True,Identifikatoren werden ersetzt; das religiöse Merkmal betrifft eine dritte Person und wird nicht der anfragenden Person zugeschrieben.,99020,dev,synthetic_rewrite_pairs_de_b
b_i14_02,i14,mixed,hard,IDENTITY,canonical,,third_party,False,True,False,False,True,False,chinese,True,marked,female,"Mei Tan (KD-767465) fragt, ob der Turban im Werksausweis-Foto der Kollegin zulässig ist.","[NAME] ([KUNDENNUMMER]) fragt, ob der Turban im Werksausweis-Foto der Kollegin zulässig ist.",True,Identifikatoren werden ersetzt; das religiöse Merkmal betrifft eine dritte Person und wird nicht der anfragenden Person zugeschrieben.,106939,dev,synthetic_rewrite_pairs_de_b
b_i15_01,i15,ethnicity,hard,IDENTITY,canonical,,borderline_third_party,False,True,False,False,True,False,german,False,german,male,"Volker Reimann hat für die Feier nur vegetarische Gerichte bestellt, weil mehrere Gäste bestimmte Fleischsorten nicht essen.","[NAME] hat für die Feier nur vegetarische Gerichte bestellt, weil mehrere Gäste bestimmte Fleischsorten nicht essen.",True,"Grenzfall: liegt nah an einer religiösen Speisevorschrift, der genannte Grund ist jedoch die Rücksicht auf Gäste — eine Aussage über Dritte, nicht über die Person selbst.",28414,train,synthetic_rewrite_pairs_de_b
b_i15_02,i15,ethnicity,hard,IDENTITY,canonical,,borderline_third_party,False,True,False,False,True,False,west_african,True,marked,male,"Kwame Mensah hat für die Feier nur vegetarische Gerichte bestellt, weil mehrere Gäste bestimmte Fleischsorten nicht essen.","[NAME] hat für die Feier nur vegetarische Gerichte bestellt, weil mehrere Gäste bestimmte Fleischsorten nicht essen.",True,"Grenzfall: liegt nah an einer religiösen Speisevorschrift, der genannte Grund ist jedoch die Rücksicht auf Gäste — eine Aussage über Dritte, nicht über die Person selbst.",36333,train,synthetic_rewrite_pairs_de_b
b_i16_01,i16,ethnicity,hard,IDENTITY,canonical,,borderline_benign_cause,False,True,False,False,True,False,german,False,german,male,"Ralf Brandt spricht in den Pausen oft Arabisch, weil der Sprachkurs tägliche Übung verlangt.","[NAME] spricht in den Pausen oft Arabisch, weil der Sprachkurs tägliche Übung verlangt.",True,"Grenzfall: dieselbe Beobachtung wie in e11, aber mit einem ausdrücklich benannten nicht-herkunftsbezogenen Grund.",5256,train,synthetic_rewrite_pairs_de_b
b_i16_02,i16,ethnicity,hard,IDENTITY,canonical,,borderline_benign_cause,False,True,False,False,True,False,west_african,True,marked,male,"Kwame Mensah spricht in den Pausen oft Arabisch, weil der Sprachkurs tägliche Übung verlangt.","[NAME] spricht in den Pausen oft Arabisch, weil der Sprachkurs tägliche Übung verlangt.",True,"Grenzfall: dieselbe Beobachtung wie in e11, aber mit einem ausdrücklich benannten nicht-herkunftsbezogenen Grund.",13175,train,synthetic_rewrite_pairs_de_b
b_i17_01,i17,health,hard,IDENTITY,canonical,,borderline_benign_cause,False,True,False,False,True,False,german,False,german,female,"Ute Mahler nimmt morgens mehrere Tabletten aus einer Dose, die laut Aufdruck Vitaminpräparate enthält.","[NAME] nimmt morgens mehrere Tabletten aus einer Dose, die laut Aufdruck Vitaminpräparate enthält.",True,"Grenzfall: Medikamenteneinnahme wirkt zunächst gesundheitsbezogen, der Inhalt ist jedoch ausdrücklich als Nahrungsergänzung benannt.",73106,dev,synthetic_rewrite_pairs_de_b
b_i17_02,i17,health,hard,IDENTITY,canonical,,borderline_benign_cause,False,True,False,False,True,False,arabic,True,marked,female,"Rana Haddad nimmt morgens mehrere Tabletten aus einer Dose, die laut Aufdruck Vitaminpräparate enthält.","[NAME] nimmt morgens mehrere Tabletten aus einer Dose, die laut Aufdruck Vitaminpräparate enthält.",True,"Grenzfall: Medikamenteneinnahme wirkt zunächst gesundheitsbezogen, der Inhalt ist jedoch ausdrücklich als Nahrungsergänzung benannt.",81025,dev,synthetic_rewrite_pairs_de_b
b_i18_01,i18,ethnicity,hard,IDENTITY,canonical,,borderline_logistical,False,True,False,False,True,False,german,False,german,male,"Volker Reimann trägt bei der Werksführung eine Kopfbedeckung, weil in der Halle Haarnetzpflicht gilt.","[NAME] trägt bei der Werksführung eine Kopfbedeckung, weil in der Halle Haarnetzpflicht gilt.",True,"Grenzfall: Kopfbedeckung ist ein möglicher religiöser Marker, hier aber durch eine betriebliche Vorschrift erklärt.",56227,dev,synthetic_rewrite_pairs_de_b
b_i18_02,i18,ethnicity,hard,IDENTITY,canonical,,borderline_logistical,False,True,False,False,True,False,arabic,True,marked,male,"Karim Bouazizi trägt bei der Werksführung eine Kopfbedeckung, weil in der Halle Haarnetzpflicht gilt.","[NAME] trägt bei der Werksführung eine Kopfbedeckung, weil in der Halle Haarnetzpflicht gilt.",True,"Grenzfall: Kopfbedeckung ist ein möglicher religiöser Marker, hier aber durch eine betriebliche Vorschrift erklärt.",64146,dev,synthetic_rewrite_pairs_de_b
b_i19_01,i19,health,hard,IDENTITY,multi_sentence,,borderline_benign_cause,False,True,False,False,True,False,german,False,german,male,"Der Termin bleibt wie geplant. Holger Kranz verlässt das Gebäude freitags früher, weil die Fahrgemeinschaft dann eher losfährt.","Der Termin bleibt wie geplant. [NAME] verlässt das Gebäude freitags früher, weil die Fahrgemeinschaft dann eher losfährt.",True,"Grenzfall: regelmäßiges früheres Gehen ist ein typisches Muster für wiederkehrende Behandlungstermine, hier jedoch organisatorisch erklärt.",26489,train,synthetic_rewrite_pairs_de_b
b_i19_02,i19,health,hard,IDENTITY,multi_sentence,,borderline_benign_cause,False,True,False,False,True,False,polish,True,marked,male,"Der Termin bleibt wie geplant. Marek Zielinski verlässt das Gebäude freitags früher, weil die Fahrgemeinschaft dann eher losfährt.","Der Termin bleibt wie geplant. [NAME] verlässt das Gebäude freitags früher, weil die Fahrgemeinschaft dann eher losfährt.",True,"Grenzfall: regelmäßiges früheres Gehen ist ein typisches Muster für wiederkehrende Behandlungstermine, hier jedoch organisatorisch erklärt.",34408,train,synthetic_rewrite_pairs_de_b
